age,workclass,fnlwgt,education,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,country,salary
20, Private,140764, Some-college,10, Never-married, Other-service, Own-child, White, Female,0,0,20, United-States, <=50K
58, Local-gov,32855, HS-grad,9, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,48, United-States, <=50K
60, Private,198727, HS-grad,9, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,30, United-States, <=50K
23, Private,237044, HS-grad,9, Never-married, Other-service, Own-child, Black, Male,0,0,12, United-States, <=50K
28, Private,161538, Bachelors,13, Never-married, Tech-support, Not-in-family, White, Female,0,0,35, United-States, <=50K
27, Local-gov,230885, Bachelors,13, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,45, United-States, >50K
53, Local-gov,176059, Masters,14, Divorced, Prof-specialty, Unmarried, White, Female,0,0,50, United-States, <=50K
22, Local-gov,237811, Assoc-acdm,12, Never-married, Adm-clerical, Own-child, Black, Female,0,0,35, Haiti, <=50K
38, State-gov,346766, HS-grad,9, Divorced, Adm-clerical, Unmarried, White, Female,0,0,40, United-States, <=50K
38, Self-emp-not-inc,77820, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K
50, Private,279337, Bachelors,13, Divorced, Exec-managerial, Not-in-family, White, Male,0,0,55, United-States, >50K
47, Private,93449, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,60, Japan, <=50K
30, Self-emp-not-inc,257295, Some-college,10, Never-married, Sales, Other-relative, Asian-Pac-Islander, Male,0,2258,40, South, <=50K
23, Private,520231, Some-college,10, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,45, United-States, <=50K
19, ?,71592, Some-college,10, Never-married, ?, Own-child, Asian-Pac-Islander, Female,0,0,40, United-States, <=50K
43, Private,240698, Bachelors,13, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,40, United-States, >50K
32, Self-emp-not-inc,298332, Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,45, United-States, >50K
50, Private,147629, Masters,14, Married-civ-spouse, Prof-specialty, Husband, White, Male,15024,0,45, United-States, >50K
40, Self-emp-inc,64885, Masters,14, Married-civ-spouse, Sales, Husband, White, Male,0,0,70, United-States, >50K
27, Private,101618, HS-grad,9, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, United-States, <=50K
24, Private,379418, Some-college,10, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
19, Private,266255, HS-grad,9, Never-married, Sales, Own-child, White, Female,0,0,40, United-States, <=50K
39, Private,37314, Masters,14, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,50, United-States, >50K
29, Private,29732, Bachelors,13, Married-civ-spouse, Prof-specialty, Wife, White, Female,0,0,24, United-States, <=50K
53, Private,64322, HS-grad,9, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, <=50K
49, Private,82649, Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,5013,0,45, United-States, <=50K
20, Self-emp-inc,182200, HS-grad,9, Never-married, Machine-op-inspct, Own-child, White, Female,0,0,30, United-States, <=50K
31, Private,43953, Bachelors,13, Married-civ-spouse, Prof-specialty, Wife, White, Female,0,0,35, United-States, <=50K
23, Private,184589, Bachelors,13, Never-married, Prof-specialty, Own-child, White, Female,0,0,21, United-States, <=50K
17, Private,70868, 11th,7, Never-married, Craft-repair, Own-child, White, Male,0,0,16, United-States, <=50K
20, Private,199268, Some-college,10, Never-married, Other-service, Own-child, White, Female,0,0,20, United-States, <=50K
58, Private,183893, Some-college,10, Divorced, Adm-clerical, Unmarried, Black, Female,0,0,40, United-States, <=50K
23, Private,224424, Bachelors,13, Never-married, Other-service, Own-child, White, Male,0,0,40, United-States, <=50K
39, Private,346478, Some-college,10, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,45, United-States, <=50K
40, Private,128700, Some-college,10, Divorced, Adm-clerical, Unmarried, White, Female,0,0,40, United-States, <=50K
21, Private,83580, Some-college,10, Never-married, Prof-specialty, Own-child, Amer-Indian-Eskimo, Female,0,0,4, United-States, <=50K
17, Private,311907, 11th,7, Never-married, Other-service, Own-child, White, Male,0,0,25, United-States, <=50K
41, Private,166813, Some-college,10, Married-civ-spouse, Sales, Husband, White, Male,0,0,55, United-States, <=50K
41, Private,469454, Some-college,10, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
45, Private,187666, Assoc-voc,11, Widowed, Exec-managerial, Not-in-family, White, Female,0,0,45, United-States, <=50K
32, Private,153963, HS-grad,9, Divorced, Other-service, Unmarried, White, Female,0,0,35, United-States, <=50K
19, Private,231962, HS-grad,9, Never-married, Other-service, Unmarried, White, Male,0,0,40, United-States, <=50K
24, Private,326334, Bachelors,13, Never-married, Prof-specialty, Own-child, White, Male,0,0,20, United-States, <=50K
30, Private,75573, Bachelors,13, Never-married, Exec-managerial, Not-in-family, White, Female,0,0,45, Germany, <=50K
67, ?,34122, 5th-6th,3, Married-civ-spouse, ?, Husband, White, Male,0,0,40, United-States, <=50K
21, Private,118023, HS-grad,9, Never-married, Farming-fishing, Own-child, White, Male,0,0,24, United-States, <=50K
52, Private,311931, 5th-6th,3, Married-civ-spouse, Sales, Wife, White, Female,0,0,15, El-Salvador, <=50K
31, Private,176185, Masters,14, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,60, France, >50K
45, Private,267967, Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,45, United-States, >50K
31, Private,103435, Bachelors,13, Married-civ-spouse, Sales, Husband, White, Male,0,0,50, United-States, >50K
29, Private,349154, 10th,6, Separated, Farming-fishing, Unmarried, White, Female,0,0,40, Guatemala, <=50K
32, Private,132601, Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,50, United-States, <=50K
35, Private,145704, HS-grad,9, Married-civ-spouse, Prof-specialty, Wife, White, Female,3942,0,35, United-States, <=50K
30, Private,159442, HS-grad,9, Never-married, Other-service, Not-in-family, White, Female,0,0,40, Ireland, <=50K
41, Local-gov,177599, Bachelors,13, Divorced, Prof-specialty, Unmarried, White, Female,0,0,35, United-States, <=50K
45, Federal-gov,320818, HS-grad,9, Married-civ-spouse, Adm-clerical, Husband, Black, Male,0,0,80, United-States, >50K
44, Private,476391, Some-college,10, Divorced, Farming-fishing, Not-in-family, White, Female,0,0,40, United-States, <=50K
42, Private,142424, Assoc-voc,11, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
30, Self-emp-inc,119422, Some-college,10, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,70, United-States, <=50K
45, Local-gov,195418, Masters,14, Divorced, Prof-specialty, Not-in-family, Black, Male,0,0,40, United-States, <=50K
48, Private,83444, HS-grad,9, Married-civ-spouse, Prof-specialty, Husband, White, Male,7298,0,40, United-States, >50K
33, Private,182246, HS-grad,9, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,40, United-States, <=50K
39, Private,193689, Some-college,10, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, <=50K
25, Private,81286, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,45, United-States, <=50K
39, Private,200153, Bachelors,13, Divorced, Adm-clerical, Not-in-family, White, Male,0,0,40, United-States, <=50K
47, Private,184945, Some-college,10, Separated, Other-service, Not-in-family, Black, Female,0,0,35, United-States, <=50K
36, Private,296999, Some-college,10, Divorced, Craft-repair, Not-in-family, White, Female,0,0,37, United-States, <=50K
35, Private,374524, Prof-school,15, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,75, United-States, >50K
30, Private,159888, Bachelors,13, Never-married, Sales, Not-in-family, White, Male,0,0,60, United-States, >50K
50, State-gov,242517, Bachelors,13, Divorced, Exec-managerial, Not-in-family, White, Female,0,0,40, United-States, <=50K
34, Private,111415, HS-grad,9, Married-civ-spouse, Sales, Husband, White, Male,0,0,70, United-States, <=50K
18, Private,301867, HS-grad,9, Never-married, Sales, Own-child, Amer-Indian-Eskimo, Female,0,0,20, United-States, <=50K
36, Private,41017, Some-college,10, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,52, United-States, >50K
42, Local-gov,101593, Bachelors,13, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,42, United-States, <=50K
38, Self-emp-inc,308686, Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,70, United-States, >50K
31, Private,222130, Some-college,10, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,43, United-States, <=50K
39, Private,201410, Bachelors,13, Married-civ-spouse, Transport-moving, Husband, White, Male,0,1977,45, Philippines, >50K
60, Self-emp-not-inc,89884, HS-grad,9, Married-civ-spouse, Sales, Husband, White, Male,0,0,50, United-States, <=50K
28, Private,156257, Some-college,10, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,60, United-States, >50K
20, Private,161922, HS-grad,9, Never-married, Handlers-cleaners, Not-in-family, White, Male,0,0,43, United-States, <=50K
48, Private,235646, Some-college,10, Married-civ-spouse, Sales, Husband, White, Male,3103,0,40, United-States, >50K
24, Private,172146, 9th,5, Never-married, Machine-op-inspct, Not-in-family, White, Male,0,1721,40, United-States, <=50K
32, Private,97429, Bachelors,13, Divorced, Exec-managerial, Unmarried, White, Female,0,0,40, Canada, <=50K
51, Self-emp-not-inc,290290, Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,45, United-States, >50K
74, Private,99183, Some-college,10, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,9, United-States, <=50K
23, Private,294701, HS-grad,9, Never-married, Adm-clerical, Unmarried, White, Female,0,0,40, United-States, <=50K
42, Self-emp-not-inc,201908, Prof-school,15, Married-civ-spouse, Prof-specialty, Husband, White, Male,99999,0,50, United-States, >50K
27, Private,491421, 5th-6th,3, Never-married, Farming-fishing, Unmarried, White, Male,0,0,50, United-States, <=50K
59, Private,38573, Some-college,10, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K
37, Private,59313, Some-college,10, Separated, Other-service, Not-in-family, Black, Male,0,0,40, ?, <=50K
44, Local-gov,151089, HS-grad,9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, <=50K
26, Private,196805, Some-college,10, Married-civ-spouse, Transport-moving, Husband, Black, Male,0,0,65, United-States, <=50K
46, State-gov,106705, Some-college,10, Divorced, Prof-specialty, Unmarried, White, Female,1506,0,50, United-States, <=50K
44, State-gov,55395, HS-grad,9, Never-married, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, <=50K
20, Private,193586, Some-college,10, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,18, United-States, <=50K
32, Private,316769, 11th,7, Never-married, Other-service, Unmarried, Black, Female,0,0,40, Jamaica, <=50K
67, Self-emp-not-inc,226092, Some-college,10, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,44, United-States, <=50K
63, Self-emp-not-inc,231105, Some-college,10, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,35, United-States, >50K
41, Private,216968, Bachelors,13, Never-married, Handlers-cleaners, Not-in-family, Black, Male,0,0,40, ?, <=50K
33, Private,55176, 7th-8th,4, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
34, Private,331126, HS-grad,9, Never-married, Other-service, Unmarried, Black, Male,0,0,30, United-States, <=50K
21, Private,351381, HS-grad,9, Never-married, Adm-clerical, Own-child, White, Female,0,0,40, United-States, <=50K
43, Federal-gov,186916, Masters,14, Divorced, Protective-serv, Not-in-family, White, Male,0,0,60, United-States, >50K
47, Private,431245, 7th-8th,4, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
47, Local-gov,287480, Masters,14, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, <=50K
37, Private,632613, 10th,6, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,35, Mexico, <=50K
44, Local-gov,193882, Assoc-voc,11, Never-married, Tech-support, Not-in-family, White, Male,0,1340,40, United-States, <=50K
52, Self-emp-inc,254211, Masters,14, Married-civ-spouse, Prof-specialty, Husband, White, Male,15024,0,60, United-States, >50K
68, ?,65730, HS-grad,9, Married-civ-spouse, ?, Husband, White, Male,0,0,25, United-States, <=50K
48, Private,325372, 1st-4th,2, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, Portugal, <=50K
62, Private,177791, 10th,6, Divorced, Other-service, Own-child, White, Female,0,0,40, United-States, <=50K
23, Private,182494, 7th-8th,4, Never-married, Machine-op-inspct, Own-child, White, Male,0,0,40, United-States, <=50K
37, Self-emp-inc,205852, Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,45, United-States, <=50K
44, Private,98779, 10th,6, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,4386,0,60, United-States, <=50K
30, Private,107793, Some-college,10, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,56, United-States, >50K
38, Private,219546, Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K
35, Private,181020, HS-grad,9, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,60, United-States, <=50K
49, Self-emp-not-inc,349986, Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,60, United-States, >50K
25, Self-emp-inc,454934, Some-college,10, Never-married, Sales, Own-child, White, Female,0,0,35, United-States, <=50K
29, Private,169544, Assoc-voc,11, Never-married, Tech-support, Not-in-family, White, Male,0,0,40, United-States, <=50K
48, Private,199763, HS-grad,9, Married-civ-spouse, Prof-specialty, Wife, White, Female,0,0,8, United-States, <=50K
44, Self-emp-not-inc,567788, 5th-6th,3, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,40, Mexico, <=50K
42, Private,160893, Some-college,10, Married-civ-spouse, Other-service, Wife, White, Female,0,0,23, United-States, <=50K
17, ?,275778, 9th,5, Never-married, ?, Own-child, White, Female,0,0,25, Mexico, <=50K
26, Private,276967, Some-college,10, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, <=50K
46, Private,169699, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
62, Local-gov,407669, 7th-8th,4, Widowed, Other-service, Not-in-family, Black, Female,0,0,35, United-States, <=50K
43, Private,145441, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, United-States, >50K
23, Private,96585, HS-grad,9, Never-married, Handlers-cleaners, Not-in-family, White, Male,0,0,30, United-States, <=50K
49, Self-emp-inc,349230, Assoc-voc,11, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,60, United-States, >50K
21, Private,83033, Some-college,10, Never-married, Other-service, Not-in-family, White, Female,0,0,25, Germany, <=50K
23, Private,126346, 9th,5, Never-married, Other-service, Unmarried, Black, Female,0,0,30, United-States, <=50K
25, Private,201413, Some-college,10, Never-married, Other-service, Unmarried, Black, Female,0,0,40, United-States, <=50K
42, Private,111949, HS-grad,9, Married-civ-spouse, Adm-clerical, Wife, White, Female,0,0,35, United-States, <=50K
46, Private,189762, Assoc-acdm,12, Never-married, Tech-support, Not-in-family, White, Male,0,0,56, United-States, <=50K
33, Private,184306, Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,45, United-States, <=50K
20, Private,195411, HS-grad,9, Never-married, Sales, Own-child, Black, Female,0,0,20, United-States, <=50K
21, Private,350001, Some-college,10, Never-married, Farming-fishing, Own-child, White, Male,0,0,20, United-States, <=50K
18, State-gov,109445, HS-grad,9, Never-married, Other-service, Own-child, White, Male,0,0,25, United-States, <=50K
45, Private,75673, Assoc-voc,11, Widowed, Adm-clerical, Not-in-family, Asian-Pac-Islander, Female,0,0,40, United-States, <=50K
58, Private,137547, Bachelors,13, Married-civ-spouse, Other-service, Husband, Asian-Pac-Islander, Male,0,0,40, South, <=50K
39, Private,343476, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,30, United-States, <=50K
57, Local-gov,139452, HS-grad,9, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,16, United-States, <=50K
20, ?,203992, HS-grad,9, Never-married, ?, Own-child, White, Male,0,0,40, United-States, <=50K
21, Private,193219, HS-grad,9, Never-married, Adm-clerical, Own-child, Black, Female,0,0,35, Jamaica, <=50K
28, Private,309620, Some-college,10, Married-civ-spouse, Sales, Husband, Other, Male,0,0,60, ?, <=50K
25, Federal-gov,50053, Bachelors,13, Never-married, Tech-support, Not-in-family, White, Male,0,0,45, United-States, <=50K
30, Private,129707, Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,99999,0,35, United-States, >50K
32, Private,154087, HS-grad,9, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, <=50K
28, Private,480861, HS-grad,9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,45, United-States, <=50K
24, Private,216563, HS-grad,9, Married-civ-spouse, Machine-op-inspct, Wife, White, Female,0,0,40, United-States, <=50K
59, Private,32954, Assoc-voc,11, Divorced, Prof-specialty, Not-in-family, White, Female,0,0,36, United-States, <=50K
54, State-gov,187686, Some-college,10, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,38, United-States, <=50K
24, Private,174461, Bachelors,13, Never-married, Sales, Not-in-family, White, Female,0,0,50, United-States, <=50K
29, Private,363963, HS-grad,9, Divorced, Other-service, Not-in-family, White, Female,0,0,40, United-States, <=50K
19, Private,278480, Some-college,10, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,40, United-States, <=50K
28, Private,33798, Assoc-voc,11, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, <=50K
46, Private,192793, Some-college,10, Divorced, Exec-managerial, Not-in-family, White, Male,0,0,40, United-States, <=50K
43, Self-emp-inc,196945, HS-grad,9, Married-civ-spouse, Other-service, Husband, Asian-Pac-Islander, Male,0,0,78, Thailand, <=50K
33, Private,168782, Assoc-voc,11, Never-married, Craft-repair, Unmarried, White, Male,0,0,40, United-States, <=50K
38, State-gov,142022, HS-grad,9, Married-civ-spouse, Adm-clerical, Wife, Black, Female,0,0,40, United-States, <=50K
22, Private,362623, HS-grad,9, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,40, United-States, <=50K
23, Private,125525, Bachelors,13, Never-married, Prof-specialty, Own-child, White, Male,0,0,42, United-States, <=50K
27, Private,156516, Some-college,10, Married-civ-spouse, Adm-clerical, Wife, Black, Female,0,2377,20, United-States, <=50K
43, ?,109912, Bachelors,13, Married-civ-spouse, ?, Wife, White, Female,0,0,7, United-States, >50K
56, Private,175127, 10th,6, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, United-States, <=50K
41, Private,174201, HS-grad,9, Divorced, Handlers-cleaners, Unmarried, White, Male,0,0,40, United-States, <=50K
35, Private,219902, Assoc-voc,11, Never-married, Adm-clerical, Not-in-family, Black, Female,0,0,40, United-States, <=50K
48, Local-gov,78859, HS-grad,9, Never-married, Exec-managerial, Own-child, White, Female,0,0,40, United-States, <=50K
31, Private,124569, Some-college,10, Married-civ-spouse, Adm-clerical, Wife, White, Female,0,0,40, United-States, >50K
22, Private,325179, Some-college,10, Never-married, Prof-specialty, Own-child, White, Male,0,0,50, United-States, <=50K
46, Private,206889, Bachelors,13, Widowed, Adm-clerical, Not-in-family, White, Female,0,0,25, United-States, <=50K
42, Private,169383, Masters,14, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K
44, Local-gov,100479, Assoc-acdm,12, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,48, United-States, <=50K
45, Private,140644, Doctorate,16, Divorced, Prof-specialty, Not-in-family, White, Male,0,0,45, United-States, >50K
30, Private,119411, Bachelors,13, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,40, United-States, <=50K
35, Private,204590, Assoc-voc,11, Married-civ-spouse, Other-service, Wife, Black, Female,0,0,40, United-States, >50K
38, Private,130007, Bachelors,13, Never-married, Other-service, Not-in-family, White, Male,0,0,40, United-States, <=50K
17, Private,95799, 11th,7, Never-married, Sales, Own-child, White, Female,0,0,18, United-States, <=50K
33, Private,233107, 9th,5, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,33, Mexico, <=50K
34, Private,52537, HS-grad,9, Never-married, Transport-moving, Unmarried, Black, Male,0,0,30, United-States, <=50K
26, Private,167350, HS-grad,9, Never-married, Other-service, Other-relative, White, Male,0,0,30, United-States, <=50K
28, Private,337378, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
43, Private,198316, Some-college,10, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
27, Private,194590, Assoc-acdm,12, Married-civ-spouse, Adm-clerical, Wife, Black, Female,0,0,25, United-States, <=50K
28, Private,312372, HS-grad,9, Married-civ-spouse, Exec-managerial, Husband, Black, Male,15024,0,40, United-States, >50K
36, ?,94954, Assoc-voc,11, Widowed, ?, Not-in-family, White, Female,0,0,20, United-States, <=50K
29, Self-emp-not-inc,32280, HS-grad,9, Never-married, Farming-fishing, Not-in-family, White, Male,0,0,45, United-States, <=50K
50, Local-gov,74660, Some-college,10, Widowed, Prof-specialty, Unmarried, White, Male,0,0,40, United-States, <=50K
21, Private,396790, HS-grad,9, Never-married, Transport-moving, Own-child, Black, Male,0,0,20, United-States, <=50K
48, Self-emp-inc,148995, Bachelors,13, Divorced, Sales, Not-in-family, White, Male,0,0,60, United-States, >50K
73, Private,139978, 11th,7, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, <=50K
76, Federal-gov,25319, Masters,14, Widowed, Prof-specialty, Not-in-family, White, Female,0,0,15, United-States, <=50K
40, Private,229148, 12th,8, Married-civ-spouse, Transport-moving, Husband, Black, Male,0,0,40, Jamaica, <=50K
42, Local-gov,213019, Masters,14, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,40, United-States, >50K
47, Private,209212, 9th,5, Married-civ-spouse, Machine-op-inspct, Husband, Black, Male,0,0,56, ?, <=50K
39, Private,154410, HS-grad,9, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,40, United-States, >50K
29, Private,213692, Some-college,10, Never-married, Craft-repair, Own-child, White, Male,0,0,45, United-States, <=50K
32, Private,188154, Some-college,10, Divorced, Machine-op-inspct, Unmarried, White, Female,0,0,40, United-States, <=50K
46, Private,324655, Masters,14, Married-civ-spouse, Tech-support, Husband, White, Male,0,1902,40, ?, >50K
28, Private,273269, Some-college,10, Never-married, Craft-repair, Not-in-family, Black, Male,0,0,40, United-States, <=50K
21, ?,213055, Some-college,10, Never-married, ?, Unmarried, Other, Female,0,0,40, United-States, <=50K
34, Private,190385, Masters,14, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,40, United-States, >50K
50, Private,145717, HS-grad,9, Widowed, Adm-clerical, Unmarried, White, Female,0,0,35, United-States, <=50K
63, Private,294009, Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,15024,0,45, United-States, >50K
37, Private,120074, HS-grad,9, Never-married, Transport-moving, Not-in-family, White, Male,0,0,40, United-States, <=50K
46, State-gov,248895, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K
35, Private,239409, 10th,6, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,50, United-States, <=50K
20, Private,108887, HS-grad,9, Never-married, Machine-op-inspct, Own-child, White, Female,0,0,40, United-States, <=50K
34, Private,434463, Bachelors,13, Never-married, Machine-op-inspct, Not-in-family, White, Female,0,0,39, United-States, <=50K
44, Private,146659, Masters,14, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,1887,35, United-States, >50K
50, Private,108446, Some-college,10, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, <=50K
25, Private,111058, Some-college,10, Never-married, Adm-clerical, Not-in-family, White, Male,0,1980,40, United-States, <=50K
30, State-gov,361497, Bachelors,13, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,72, United-States, >50K
25, Private,109532, 12th,8, Never-married, Craft-repair, Own-child, White, Male,0,0,40, United-States, <=50K
34, Private,203034, Bachelors,13, Separated, Sales, Not-in-family, White, Male,0,2824,50, United-States, >50K
21, Private,52753, HS-grad,9, Never-married, Craft-repair, Not-in-family, White, Male,0,1504,40, United-States, <=50K
24, Local-gov,249101, HS-grad,9, Divorced, Protective-serv, Unmarried, Black, Female,0,0,40, United-States, <=50K
63, Private,172740, Some-college,10, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, <=50K
43, Private,37937, Masters,14, Divorced, Exec-managerial, Unmarried, White, Male,0,0,50, United-States, <=50K
37, Self-emp-not-inc,326400, HS-grad,9, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,30, United-States, <=50K
38, Private,193026, 11th,7, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
33, Local-gov,120064, Bachelors,13, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,45, United-States, <=50K
25, Private,361307, Bachelors,13, Never-married, Sales, Own-child, White, Female,0,0,40, United-States, <=50K
24, Private,187115, Bachelors,13, Never-married, Prof-specialty, Own-child, White, Female,0,0,20, United-States, <=50K
43, Private,171841, Bachelors,13, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, >50K
24, Private,214014, HS-grad,9, Never-married, Craft-repair, Own-child, Black, Male,0,0,40, United-States, <=50K
36, Private,337039, Assoc-acdm,12, Never-married, Tech-support, Not-in-family, Black, Male,14344,0,40, England, >50K
47, Local-gov,228372, Masters,14, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,48, United-States, >50K
19, ?,28967, Some-college,10, Never-married, ?, Not-in-family, White, Male,0,0,40, United-States, <=50K
20, Self-emp-not-inc,188274, Some-college,10, Never-married, Prof-specialty, Own-child, White, Male,0,0,10, United-States, <=50K
22, Private,73266, Some-college,10, Never-married, Transport-moving, Own-child, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
22, ?,211968, Some-college,10, Never-married, ?, Own-child, White, Female,0,0,40, Iran, <=50K
53, Private,106176, Masters,14, Married-civ-spouse, Sales, Husband, White, Male,7298,0,60, United-States, >50K
29, Local-gov,116751, Assoc-voc,11, Divorced, Protective-serv, Unmarried, White, Male,0,0,56, United-States, <=50K
32, Local-gov,222900, Bachelors,13, Separated, Prof-specialty, Not-in-family, White, Female,0,0,50, United-States, >50K
51, Private,284211, HS-grad,9, Widowed, Prof-specialty, Unmarried, White, Female,0,0,35, United-States, <=50K
41, Private,216461, Some-college,10, Divorced, Adm-clerical, Own-child, Black, Female,0,0,40, United-States, <=50K
32, Private,191777, Assoc-voc,11, Never-married, Exec-managerial, Not-in-family, Black, Female,0,0,35, England, <=50K
27, Private,246974, Assoc-voc,11, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, <=50K
28, Private,176972, Bachelors,13, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,45, United-States, >50K
65, Private,101104, HS-grad,9, Married-civ-spouse, Sales, Husband, White, Male,9386,0,10, United-States, >50K
37, Private,292370, Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, Other, Male,0,0,50, ?, >50K
54, Private,138179, HS-grad,9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, <=50K
19, Private,386378, HS-grad,9, Never-married, Other-service, Not-in-family, White, Male,0,0,35, United-States, <=50K
36, Private,659504, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, Black, Male,0,0,45, United-States, >50K
